Timestamp	codapJsonLoad
2469.335	{"sender":"codap","id":1,"text":{"action":"notify","resource":"dragDrop[attribute]","values":{"operation":"dragstart","text":"Price","attribute":{"id":9,"name":"Price","title":"Price"},"collection":{"id":4,"name":"cases","title":"cases"},"context":{"id":3,"name":"vancouverHousing","title":"vancouverHousing"}}},"typeOfMessage":"CODAPLOGGING","color":73}
2472.599	{"sender":"codap","id":1,"text":{"action":"notify","resource":"dragDrop[attribute]","values":{"operation":"dragend","text":"Price","attribute":{"id":9,"name":"Price","title":"Price"},"collection":{"id":4,"name":"cases","title":"cases"},"context":{"id":3,"name":"vancouverHousing","title":"vancouverHousing"}}},"typeOfMessage":"CODAPLOGGING","color":73}
2480.803	{"sender":"codap","id":1,"text":{"action":"notify","resource":"dragDrop[attribute]","values":{"operation":"dragstart","text":"Year-Built","attribute":{"id":11,"name":"Year-Built","title":"Year-Built"},"collection":{"id":4,"name":"cases","title":"cases"},"context":{"id":3,"name":"vancouverHousing","title":"vancouverHousing"}}},"typeOfMessage":"CODAPLOGGING","color":73}
2483.549	{"sender":"codap","id":1,"text":{"action":"notify","resource":"dragDrop[attribute]","values":{"operation":"dragend","text":"Year-Built","attribute":{"id":11,"name":"Year-Built","title":"Year-Built"},"collection":{"id":4,"name":"cases","title":"cases"},"context":{"id":3,"name":"vancouverHousing","title":"vancouverHousing"}}},"typeOfMessage":"CODAPLOGGING","color":73}
2499.203	{"sender":"codap","id":1,"text":{"action":"notify","resource":"dragDrop[attribute]","values":{"operation":"dragstart","text":"Land-Value","attribute":{"id":14,"name":"Land-Value","title":"Land-Value"},"collection":{"id":4,"name":"cases","title":"cases"},"context":{"id":3,"name":"vancouverHousing","title":"vancouverHousing"}}},"typeOfMessage":"CODAPLOGGING","color":73}
2502.574	{"sender":"codap","id":1,"text":{"action":"notify","resource":"dragDrop[attribute]","values":{"operation":"dragend","text":"Land-Value","attribute":{"id":14,"name":"Land-Value","title":"Land-Value"},"collection":{"id":4,"name":"cases","title":"cases"},"context":{"id":3,"name":"vancouverHousing","title":"vancouverHousing"}}},"typeOfMessage":"CODAPLOGGING","color":73}
2521.282	{"sender":"codap","id":1,"text":{"action":"notify","resource":"component","values":{"operation":"move","type":"DG.GraphView","id":1528,"title":"cases"}},"typeOfMessage":"CODAPLOGGING","color":73}
2536.958	{"sender":"codap","id":1,"text":{"action":"notify","resource":"component","values":{"operation":"attributeChange","type":"DG.GraphView","id":1528,"attributeName":"Remove Legend: Land-Value","axisOrientation":"none"}},"typeOfMessage":"CODAPLOGGING","color":73}
2551.842	{"sender":"codap","id":1,"text":{"action":"notify","resource":"component","values":{"operation":"attributeChange","type":"DG.GraphView","id":1528,"attributeName":"Remove X: Year-Built","axisOrientation":"horizontal"}},"typeOfMessage":"CODAPLOGGING","color":73}
2560.880	{"sender":"codap","id":1,"text":{"action":"notify","resource":"component","values":{"operation":"toggle show as BinnedPlot","type":"DG.GraphView"}},"typeOfMessage":"CODAPLOGGING","color":73}
