Timestamp	ActionName	ActionSourceObj	ActionSourceObjName	ActionSourceObjID	ActionTargetObj	ActionTargetObjName	ActionTargetObjID
1972.085	FilterBubbleCollapsed	UnityEngine.GameObject	axis Neighbourhood visualisation	-7067354	UnityEngine.GameObject	FilterBubbleButton	-7067658
1973.799	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-6841664			
1974.484	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
1974.484	AxisCloningInitiated	UnityEngine.GameObject	axis Neighbourhood	-6841664			
1974.642	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-6841664			
1976.187	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
1976.255	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-6841664			
1976.730	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-6841664			
1977.065	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-6841664			
1977.093	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-6841664			
1977.093	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-6841664			
1977.094	VisEntered	UnityEngine.GameObject	axis Neighbourhood visualisation	-6847422			
1977.154	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
1977.154	AxisCloningInitiated	UnityEngine.GameObject	axis Neighbourhood	-6841664			
1977.230	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-6841664			
1977.230	VisExited	UnityEngine.GameObject	axis Neighbourhood visualisation	-6847422			
1977.230	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-6841664			
1977.328	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-6841664			
1977.961	AxisCloned	UnityEngine.GameObject	axis Neighbourhood	-7069184			
1977.973	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-7069184			
1978.001	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-7069184			
1978.001	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-7069184			
1978.001	VisEntered	UnityEngine.GameObject	axis Neighbourhood visualisation	-7069914			
1978.002	FilterBubbleCollapsed	UnityEngine.GameObject	axis Neighbourhood visualisation	-7067354	UnityEngine.GameObject	FilterBubbleButton	-7067658
1978.034	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-7069184			
1978.035	VisExited	UnityEngine.GameObject	axis Neighbourhood visualisation	-7069914			
1978.035	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-7069184			
1978.036	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
1978.117	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-7069184			
1980.862	AxisEntered	UnityEngine.GameObject	axis Price	-7067816			
1981.052	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
1981.052	AxisGrab	UnityEngine.GameObject	axis Price	-7067816			
1981.052	AxisRelease	UnityEngine.GameObject	axis Price	-7067816			
1981.671	FilterBubbleCollapsed	UnityEngine.GameObject	axis Price visualisation	-7068328	UnityEngine.GameObject	FilterBubbleButton	-7068632
1982.514	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
1982.516	AxisReleasedInVis	UnityEngine.GameObject	axis Price	-7067816			
1982.781	AxisExited	UnityEngine.GameObject	axis Price	-7067816			
1983.431	FilterBubbleCollapsed	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362	UnityEngine.GameObject	FilterBubbleButton	-7070666
1983.899	AxisEntered	UnityEngine.GameObject	axis Price	-7067816			
1984.129	AxisExited	UnityEngine.GameObject	axis Price	-7067816			
1984.129	AxisEntered	UnityEngine.GameObject	axis Price	-7067816			
1984.129	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-7069184			
1984.129	VisEntered	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362			
1984.576	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
1984.577	VisGrabbed	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362			
1984.577	AxisGrab	UnityEngine.GameObject	axis Price	-7067816			
1984.577	AxisRelease	UnityEngine.GameObject	axis Price	-7067816			
1984.578	AxisGrab	UnityEngine.GameObject	axis Neighbourhood	-7069184			
1984.578	AxisRelease	UnityEngine.GameObject	axis Neighbourhood	-7069184			
1985.336	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
1985.338	AxisReleasedInVis	UnityEngine.GameObject	axis Price	-7067816			
1985.340	AxisReleasedInVis	UnityEngine.GameObject	axis Neighbourhood	-7069184			
1985.576	AxisExited	UnityEngine.GameObject	axis Price	-7067816			
1985.576	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-7069184			
1985.576	VisExited	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362			
1988.404	FilterBubbleCollapsed	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362	UnityEngine.GameObject	FilterBubbleButton	-7070666
2023.493	AxisEntered	UnityEngine.GameObject	axis Price	-7067816			
2023.683	AxisExited	UnityEngine.GameObject	axis Price	-7067816			
2023.683	AxisEntered	UnityEngine.GameObject	axis Price	-7067816			
2023.683	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2023.683	VisEntered	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362			
2023.996	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
2023.997	VisGrabbed	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362			
2023.997	AxisGrab	UnityEngine.GameObject	axis Price	-7067816			
2023.997	AxisRelease	UnityEngine.GameObject	axis Price	-7067816			
2023.997	AxisGrab	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2023.997	AxisRelease	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2025.599	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
2025.601	AxisReleasedInVis	UnityEngine.GameObject	axis Price	-7067816			
2025.603	AxisReleasedInVis	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2025.794	AxisExited	UnityEngine.GameObject	axis Price	-7067816			
2025.794	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2025.794	VisExited	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362			
2028.925	FilterBubbleCollapsed	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362	UnityEngine.GameObject	FilterBubbleButton	-7070666
2032.731	AxisEntered	UnityEngine.GameObject	axis Price	-7067816			
2032.731	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2032.731	VisEntered	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362			
2032.915	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
2032.916	VisGrabbed	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362			
2032.916	AxisGrab	UnityEngine.GameObject	axis Price	-7067816			
2032.916	AxisRelease	UnityEngine.GameObject	axis Price	-7067816			
2032.916	AxisGrab	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2032.916	AxisRelease	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2033.700	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
2033.702	AxisReleasedInVis	UnityEngine.GameObject	axis Price	-7067816			
2033.703	AxisReleasedInVis	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2033.911	AxisExited	UnityEngine.GameObject	axis Price	-7067816			
2033.911	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2033.911	VisExited	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362			
2033.912	AxisEntered	UnityEngine.GameObject	axis Price	-7067816			
2033.980	AxisExited	UnityEngine.GameObject	axis Price	-7067816			
2034.606	AxisEntered	UnityEngine.GameObject	axis Price	-7067816			
2034.654	AxisExited	UnityEngine.GameObject	axis Price	-7067816			
2034.654	AxisEntered	UnityEngine.GameObject	axis Price	-7067816			
2034.654	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2034.654	VisEntered	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362			
2034.758	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
2034.759	VisGrabbed	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362			
2034.759	AxisGrab	UnityEngine.GameObject	axis Price	-7067816			
2034.759	AxisRelease	UnityEngine.GameObject	axis Price	-7067816			
2034.759	AxisGrab	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2034.759	AxisRelease	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2035.431	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
2035.433	AxisReleasedInVis	UnityEngine.GameObject	axis Price	-7067816			
2035.435	AxisReleasedInVis	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2035.682	AxisExited	UnityEngine.GameObject	axis Price	-7067816			
2035.682	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2035.682	VisExited	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362			
2035.682	AxisEntered	UnityEngine.GameObject	axis Price	-7067816			
2035.701	AxisExited	UnityEngine.GameObject	axis Price	-7067816			
2037.404	FilterBubbleCollapsed	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362	UnityEngine.GameObject	FilterBubbleButton	-7070666
2039.081	FilterBubbleCollapsed	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362	UnityEngine.GameObject	FilterBubbleButton	-7070666
2039.918	AxisEntered	UnityEngine.GameObject	axis Price	-7067816			
2039.934	AxisExited	UnityEngine.GameObject	axis Price	-7067816			
2039.934	AxisEntered	UnityEngine.GameObject	axis Price	-7067816			
2039.934	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2039.934	VisEntered	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362			
2040.070	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
2040.071	VisGrabbed	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362			
2040.071	AxisGrab	UnityEngine.GameObject	axis Price	-7067816			
2040.071	AxisRelease	UnityEngine.GameObject	axis Price	-7067816			
2040.071	AxisGrab	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2040.071	AxisRelease	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2041.367	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
2041.369	AxisReleasedInVis	UnityEngine.GameObject	axis Price	-7067816			
2041.371	AxisReleasedInVis	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2041.700	AxisExited	UnityEngine.GameObject	axis Price	-7067816			
2041.700	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-7069184			
2041.700	VisExited	UnityEngine.GameObject	axis Price axis Neighbourhood visualisation	-7070362			
2042.317	FilterBubbleCollapsed	UnityEngine.GameObject	axis Neighbourhood visualisation	-7067354	UnityEngine.GameObject	FilterBubbleButton	-7067658
2044.346	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-7066624			
2044.644	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
2044.644	AxisGrab	UnityEngine.GameObject	axis Neighbourhood	-7066624			
2044.644	AxisRelease	UnityEngine.GameObject	axis Neighbourhood	-7066624			
2045.303	FilterBubbleCollapsed	UnityEngine.GameObject	axis Neighbourhood visualisation	-7067354	UnityEngine.GameObject	FilterBubbleButton	-7067658
2045.350	FilterBubbleCollapsed	UnityEngine.GameObject	axis Neighbourhood visualisation	-7067354	UnityEngine.GameObject	FilterBubbleButton	-7067658
2045.612	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
2045.714	FilterBubbleCollapsed	UnityEngine.GameObject	axis Neighbourhood visualisation	-7067354	UnityEngine.GameObject	FilterBubbleButton	-7067658
2049.675	AxisEntered	UnityEngine.GameObject	axis Land-Value	-6841152			
2049.781	AxisExited	UnityEngine.GameObject	axis Land-Value	-6841152			
2049.781	AxisEntered	UnityEngine.GameObject	axis Land-Value	-6841152			
2049.781	VisEntered	UnityEngine.GameObject	axis Land-Value visualisation	-6846974			
2049.927	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
2049.927	AxisCloningInitiated	UnityEngine.GameObject	axis Land-Value	-6841152			
2050.146	AxisExited	UnityEngine.GameObject	axis Land-Value	-6841152			
2050.146	VisExited	UnityEngine.GameObject	axis Land-Value visualisation	-6846974			
2050.786	AxisCloned	UnityEngine.GameObject	axis Land-Value	-7071432			
2050.801	AxisEntered	UnityEngine.GameObject	axis Land-Value	-7071432			
2050.824	AxisExited	UnityEngine.GameObject	axis Land-Value	-7071432			
2050.824	AxisEntered	UnityEngine.GameObject	axis Land-Value	-7071432			
2050.824	VisEntered	UnityEngine.GameObject	axis Land-Value visualisation	-7072138			
2050.863	AxisExited	UnityEngine.GameObject	axis Land-Value	-7071432			
2050.863	VisExited	UnityEngine.GameObject	axis Land-Value visualisation	-7072138			
2050.863	AxisEntered	UnityEngine.GameObject	axis Land-Value	-7071432			
2050.967	AxisExited	UnityEngine.GameObject	axis Land-Value	-7071432			
2050.984	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
2052.669	AxisEntered	UnityEngine.GameObject	axis Land-Value	-7071432			
2052.988	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
2052.988	AxisGrab	UnityEngine.GameObject	axis Land-Value	-7071432			
2052.989	AxisRelease	UnityEngine.GameObject	axis Land-Value	-7071432			
2055.593	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
2055.594	AxisReleasedInVis	UnityEngine.GameObject	axis Land-Value	-7071432			
2055.745	AxisExited	UnityEngine.GameObject	axis Land-Value	-7071432			
2057.197	AxisEntered	UnityEngine.GameObject	axis Price	-6838820			
2057.454	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
2057.454	AxisCloningInitiated	UnityEngine.GameObject	axis Price	-6838820			
2057.527	AxisExited	UnityEngine.GameObject	axis Price	-6838820			
2057.589	AxisEntered	UnityEngine.GameObject	axis Price	-6838820			
2057.621	AxisExited	UnityEngine.GameObject	axis Price	-6838820			
2058.222	AxisCloned	UnityEngine.GameObject	axis Price	-7072622			
2058.233	AxisEntered	UnityEngine.GameObject	axis Price	-7072622			
2058.282	AxisExited	UnityEngine.GameObject	axis Price	-7072622			
2058.507	AxisEntered	UnityEngine.GameObject	axis Land-Value	-7071432			
2058.738	AxisExited	UnityEngine.GameObject	axis Land-Value	-7071432			
2058.813	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
2059.337	AxisEntered	UnityEngine.GameObject	axis Price	-7072622			
2059.387	AxisExited	UnityEngine.GameObject	axis Price	-7072622			
2059.387	AxisEntered	UnityEngine.GameObject	axis Price	-7072622			
2059.388	VisEntered	UnityEngine.GameObject	axis Price visualisation	-7073328			
2059.477	AxisExited	UnityEngine.GameObject	axis Price	-7072622			
2059.477	VisExited	UnityEngine.GameObject	axis Price visualisation	-7073328			
2059.477	AxisEntered	UnityEngine.GameObject	axis Price	-7072622			
2059.479	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
2059.479	AxisGrab	UnityEngine.GameObject	axis Price	-7072622			
2059.479	AxisRelease	UnityEngine.GameObject	axis Price	-7072622			
2060.075	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
2060.077	AxisReleasedInVis	UnityEngine.GameObject	axis Price	-7072622			
2060.230	AxisExited	UnityEngine.GameObject	axis Price	-7072622			
2062.517	FilterBubbleCollapsed	UnityEngine.GameObject	axis Land-Value axis Price visualisation	-7073776	UnityEngine.GameObject	FilterBubbleButton	-7074080
2065.068	FilterBubbleCollapsed	UnityEngine.GameObject	axis Land-Value axis Price visualisation	-7073776	UnityEngine.GameObject	FilterBubbleButton	-7074080
2066.085	FilterBubbleCollapsed	UnityEngine.GameObject	axis Land-Value axis Price visualisation	-7073776	UnityEngine.GameObject	FilterBubbleButton	-7074080
2067.110	FilterBubbleCollapsed	UnityEngine.GameObject	axis Land-Value axis Price visualisation	-7073776	UnityEngine.GameObject	FilterBubbleButton	-7074080
2068.888	AxisEntered	UnityEngine.GameObject	axis Land-Value	-7071432			
2068.888	AxisEntered	UnityEngine.GameObject	axis Price	-7072622			
2068.888	VisEntered	UnityEngine.GameObject	axis Land-Value axis Price visualisation	-7073776			
2069.078	FilterBubbleCollapsed	UnityEngine.GameObject	axis Land-Value axis Price visualisation	-7073776	UnityEngine.GameObject	FilterBubbleButton	-7074080
2069.167	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
2069.168	VisGrabbed	UnityEngine.GameObject	axis Land-Value axis Price visualisation	-7073776			
2069.168	AxisGrab	UnityEngine.GameObject	axis Price	-7072622			
2069.168	AxisRelease	UnityEngine.GameObject	axis Price	-7072622			
2069.168	AxisGrab	UnityEngine.GameObject	axis Land-Value	-7071432			
2069.169	AxisRelease	UnityEngine.GameObject	axis Land-Value	-7071432			
2070.155	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
2070.157	AxisReleasedInVis	UnityEngine.GameObject	axis Price	-7072622			
2070.159	AxisReleasedInVis	UnityEngine.GameObject	axis Land-Value	-7071432			
2070.339	AxisExited	UnityEngine.GameObject	axis Land-Value	-7071432			
2070.339	AxisExited	UnityEngine.GameObject	axis Price	-7072622			
2070.339	VisExited	UnityEngine.GameObject	axis Land-Value axis Price visualisation	-7073776			
2070.593	FilterBubbleCollapsed	UnityEngine.GameObject	axis Land-Value axis Price visualisation	-7073776	UnityEngine.GameObject	FilterBubbleButton	-7074080
2071.506	AxisEntered	UnityEngine.GameObject	axis Land-Value	-7071432			
2071.506	AxisEntered	UnityEngine.GameObject	axis Price	-7072622			
2071.506	VisEntered	UnityEngine.GameObject	axis Land-Value axis Price visualisation	-7073776			
2071.637	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
2071.638	VisGrabbed	UnityEngine.GameObject	axis Land-Value axis Price visualisation	-7073776			
2071.638	AxisGrab	UnityEngine.GameObject	axis Price	-7072622			
2071.638	AxisRelease	UnityEngine.GameObject	axis Price	-7072622			
2071.638	AxisGrab	UnityEngine.GameObject	axis Land-Value	-7071432			
2071.638	AxisRelease	UnityEngine.GameObject	axis Land-Value	-7071432			
2071.639	FilterBubbleCollapsed	UnityEngine.GameObject	axis Land-Value axis Price visualisation	-7073776	UnityEngine.GameObject	FilterBubbleButton	-7074080
2071.996	FilterBubbleCollapsed	UnityEngine.GameObject	axis Land-Value axis Price visualisation	-7073776	UnityEngine.GameObject	FilterBubbleButton	-7074080
2072.013	AxisExited	UnityEngine.GameObject	axis Land-Value	-7071432			
2072.013	AxisExited	UnityEngine.GameObject	axis Price	-7072622			
2072.013	VisExited	UnityEngine.GameObject	axis Land-Value axis Price visualisation	-7073776			
2072.863	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
2072.865	AxisReleasedInVis	UnityEngine.GameObject	axis Price	-7072622			
2072.867	AxisReleasedInVis	UnityEngine.GameObject	axis Land-Value	-7071432			
2075.374	AxisEntered	UnityEngine.GameObject	axis Price	-6838820			
2075.777	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
2075.777	AxisCloningInitiated	UnityEngine.GameObject	axis Price	-6838820			
2075.893	AxisExited	UnityEngine.GameObject	axis Price	-6838820			
2076.728	AxisCloned	UnityEngine.GameObject	axis Price	-7074328			
2076.741	AxisEntered	UnityEngine.GameObject	axis Price	-7074328			
2076.811	AxisExited	UnityEngine.GameObject	axis Price	-7074328			
2077.018	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
2077.524	AxisEntered	UnityEngine.GameObject	axis Price	-7074328			
2077.524	VisEntered	UnityEngine.GameObject	axis Price visualisation	-7075034			
