Timestamp	ActionName	ActionSourceObj	ActionSourceObjName	ActionSourceObjID	ActionTargetObj	ActionTargetObjName	ActionTargetObjID
519.027	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
519.750	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
520.719	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
521.717	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
525.484	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-8765242			
525.684	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-8765242			
525.685	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-8765242			
525.685	VisEntered	UnityEngine.GameObject	axis Neighbourhood visualisation	-8771000			
526.182	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
526.183	AxisCloningInitiated	UnityEngine.GameObject	axis Neighbourhood	-8765242			
526.405	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-8765242			
526.405	VisExited	UnityEngine.GameObject	axis Neighbourhood visualisation	-8771000			
526.661	AxisEntered	UnityEngine.GameObject	axis Land-Value	-8764730			
526.662	VisEntered	UnityEngine.GameObject	axis Land-Value visualisation	-8770552			
526.783	AxisExited	UnityEngine.GameObject	axis Land-Value	-8764730			
526.783	VisExited	UnityEngine.GameObject	axis Land-Value visualisation	-8770552			
527.666	AxisCloned	UnityEngine.GameObject	axis Neighbourhood	-8775172			
527.672	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-8775172			
527.684	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-8775172			
527.684	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-8775172			
527.684	VisEntered	UnityEngine.GameObject	axis Neighbourhood visualisation	-8775902			
527.694	AxisExited	UnityEngine.GameObject	axis Neighbourhood	-8775172			
527.694	VisExited	UnityEngine.GameObject	axis Neighbourhood visualisation	-8775902			
527.694	AxisEntered	UnityEngine.GameObject	axis Neighbourhood	-8775172			
