Timestamp	ActionName	ActionSourceObj	ActionSourceObjName	ActionSourceObjID	ActionTargetObj	ActionTargetObjName	ActionTargetObjID
92.118	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
92.428	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
92.430	AxisCloningInitiated	UnityEngine.GameObject	axis Size	-7194964			
92.472	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
92.484	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
92.772	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
92.794	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
92.828	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
92.950	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
92.962	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
93.160	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
93.173	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
93.183	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
93.194	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
93.239	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
93.240	AxisEntered	UnityEngine.GameObject	axis Price	-7194452			
93.240	VisEntered	UnityEngine.GameObject	axis Price visualisation	-7200366			
93.428	AxisExited	UnityEngine.GameObject	axis Price	-7194452			
93.428	VisExited	UnityEngine.GameObject	axis Price visualisation	-7200366			
93.428	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
93.449	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
93.449	AxisCloningInitiated	UnityEngine.GameObject	axis Size	-7194964			
93.584	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
93.638	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
93.638	VisEntered	UnityEngine.GameObject	axis Size visualisation	-7200814			
93.806	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
93.838	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
93.838	VisExited	UnityEngine.GameObject	axis Size visualisation	-7200814			
93.838	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
94.008	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
94.049	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
94.083	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
94.105	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
94.184	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
94.194	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
94.308	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
94.320	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
94.349	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
94.361	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
94.405	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
94.416	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
94.486	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
94.494	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
94.683	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
94.683	AxisCloningInitiated	UnityEngine.GameObject	axis Size	-7194964			
94.762	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
95.084	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
95.116	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
95.794	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
95.794	AxisCloningInitiated	UnityEngine.GameObject	axis Size	-7194964			
96.128	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
96.372	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
96.394	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
96.595	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
96.605	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
96.642	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
96.655	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
96.662	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
96.672	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
96.683	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
96.694	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
96.706	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
96.727	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
96.739	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
96.750	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
96.811	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
96.819	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
97.105	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
97.105	AxisCloningInitiated	UnityEngine.GameObject	axis Size	-7194964			
97.172	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
97.484	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
97.517	AxisEntered	UnityEngine.GameObject	axis Year-Built	-7195380			
97.517	VisEntered	UnityEngine.GameObject	axis Year-Built visualisation	-7201262			
97.673	AxisExited	UnityEngine.GameObject	axis Year-Built	-7195380			
97.673	VisExited	UnityEngine.GameObject	axis Year-Built visualisation	-7201262			
97.673	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
97.751	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
97.906	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
98.105	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
98.116	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
98.150	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
98.160	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
98.174	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
98.186	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
99.939	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
100.716	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
102.826	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
133.551	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
133.607	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
133.607	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
133.607	VisEntered	UnityEngine.GameObject	axis Size visualisation	-7200814			
133.706	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
133.706	VisExited	UnityEngine.GameObject	axis Size visualisation	-7200814			
133.706	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
133.828	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
133.828	AxisCloningInitiated	UnityEngine.GameObject	axis Size	-7194964			
133.909	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
134.794	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
134.838	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
135.295	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
135.572	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
135.621	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
135.621	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
135.621	VisEntered	UnityEngine.GameObject	axis Size visualisation	-7200814			
135.661	triggerPress	UnityEngine.GameObject	Controller (right)	18530			
135.662	AxisCloningInitiated	UnityEngine.GameObject	axis Size	-7194964			
135.839	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
135.839	VisExited	UnityEngine.GameObject	axis Size visualisation	-7200814			
135.839	AxisEntered	UnityEngine.GameObject	axis Size	-7194964			
136.039	AxisExited	UnityEngine.GameObject	axis Size	-7194964			
136.477	AxisCloned	UnityEngine.GameObject	axis Size	-7204696			
136.485	AxisEntered	UnityEngine.GameObject	axis Size	-7204696			
136.497	AxisExited	UnityEngine.GameObject	axis Size	-7204696			
136.497	AxisEntered	UnityEngine.GameObject	axis Size	-7204696			
136.497	VisEntered	UnityEngine.GameObject	axis Size visualisation	-7205210			
136.529	AxisExited	UnityEngine.GameObject	axis Size	-7204696			
136.529	VisExited	UnityEngine.GameObject	axis Size visualisation	-7205210			
136.529	AxisEntered	UnityEngine.GameObject	axis Size	-7204696			
136.652	AxisExited	UnityEngine.GameObject	axis Size	-7204696			
136.751	triggerRelease	UnityEngine.GameObject	Controller (right)	18530			
137.063	FilterBubbleCollapsed	UnityEngine.GameObject	axis Size visualisation	-7205210	UnityEngine.GameObject	FilterBubbleButton	-7205514
